200.0,167.28
200.0,133.91
200.0,157.38
200.0,116.59
200.0,120.81
200.0,126.31
200.0,116.92
200.0,116.57
200.0,113.07
200.0,114.44
200.0,115.73
200.0,88.10
200.0,125.58
200.0,116.92
200.0,87.58
200.0,116.58
200.0,117.17
200.0,108.67
200.0,117.02
200.0,117.48
200.0,123.94
200.0,119.03
200.0,113.69
200.0,119.54
200.0,114.65
200.0,116.54
200.0,115.09
200.0,89.96
200.0,115.67
200.0,116.96
200.0,86.80
200.0,116.79
200.0,113.33
200.0,96.91
200.0,117.38
200.0,115.13
200.0,129.36
200.0,118.91
200.0,117.49
200.0,116.08
200.0,118.64
200.0,119.83
200.0,116.84
200.0,116.50
200.0,118.47
200.0,123.06
200.0,86.63
200.0,113.16
200.0,116.36
200.0,86.78
200.0,115.43
200.0,122.33
200.0,122.37
200.0,120.78
200.0,120.50
200.0,128.19
200.0,121.34
200.0,119.55
200.0,114.60
200.0,110.29
200.0,116.68
200.0,118.22
200.0,118.45
200.0,119.97
200.0,119.33
200.0,82.34
200.0,116.56
200.0,120.09
200.0,58.19
200.0,118.84
200.0,118.66
200.0,129.61
200.0,122.77
200.0,119.31
200.0,120.35
200.0,130.20
200.0,122.01
200.0,115.86
200.0,111.43
200.0,111.26
200.0,120.28
200.0,84.71
200.0,118.43
200.0,120.00
200.0,85.28
200.0,108.55
200.0,110.57
200.0,118.76
200.0,111.33
200.0,110.20
200.0,109.33
200.0,120.68
200.0,119.27
200.0,119.15
200.0,123.30
200.0,120.66
200.0,110.58
200.0,83.29
200.0,113.49
200.0,119.43
