800.0,176.61
800.0,132.95
800.0,122.00
800.0,98.01
800.0,195.68
800.0,189.05
800.0,159.00
800.0,161.01
800.0,137.74
800.0,159.60
800.0,162.72
800.0,162.93
800.0,132.51
800.0,131.82
800.0,145.22
800.0,153.70
800.0,141.93
800.0,147.45
800.0,150.84
800.0,133.24
800.0,105.72
800.0,98.58
800.0,76.37
800.0,192.53
800.0,162.05
800.0,128.64
800.0,150.75
800.0,133.39
800.0,104.97
800.0,141.61
800.0,128.39
800.0,116.48
800.0,146.12
800.0,116.88
800.0,108.74
800.0,111.88
800.0,98.38
800.0,165.05
800.0,192.19
800.0,147.89
800.0,174.22
800.0,156.44
800.0,141.58
800.0,137.79
800.0,125.14
800.0,110.04
800.0,113.75
800.0,103.61
800.0,130.92
800.0,108.08
800.0,109.99
800.0,75.92
800.0,148.30
800.0,139.83
800.0,150.25
800.0,175.12
800.0,186.68
800.0,149.45
800.0,102.37
800.0,119.77
800.0,125.22
800.0,139.75
800.0,139.53
800.0,129.89
800.0,135.57
800.0,94.19
800.0,82.66
800.0,134.61
800.0,147.52
800.0,173.89
800.0,150.23
800.0,155.28
800.0,106.11
800.0,145.13
800.0,131.15
800.0,125.38
800.0,105.85
800.0,136.12
800.0,104.76
800.0,102.54
800.0,104.85
800.0,145.33
800.0,158.24
800.0,149.39
800.0,167.27
800.0,148.62
800.0,139.53
800.0,114.37
800.0,86.61
800.0,121.03
800.0,125.66
800.0,122.34
800.0,104.67
800.0,100.19
800.0,66.74
800.0,145.71
800.0,150.14
800.0,139.17
800.0,145.99
800.0,130.48
